Son Hai Anh Nguyen,2026-09-01T16:21:49+10:00,Create index1.html for Garden of Sounds prototype,"Added a new HTML structure for the 'Garden of Sounds' 1st prototype, including sections for interaction, sound zones, and audio controls."
Son Hai Anh Nguyen,2026-09-01T11:48:18+10:00,Initial commit,
Son Hai Anh Nguyen,2026-08-19T00:03:49+10:00,Merge branch 'main' of https://github.com/Wendy-Hai-Anh/My-Instrument-Garden-of-Sounds,
Son Hai Anh Nguyen,2026-08-19T00:03:44+10:00,create a2 html,"create a2 file and added in some information (discussion of info design and layout), followed by very brief notation about each prototype
"
Son Hai Anh Nguyen,2026-08-11T07:31:18+10:00,Update assignment1.html,
Son Hai Anh Nguyen,2026-08-11T07:26:35+10:00,fix image errors,
Son Hai Anh Nguyen,2026-08-11T07:12:37+10:00,Update assignment1.html,
Son Hai Anh Nguyen,2026-08-11T07:04:34+10:00,Update image source path in assignment1.html,
Son Hai Anh Nguyen,2026-08-11T07:00:37+10:00,fix image errors,"Image works fine locally, but now it's errored. Updated image file extensions from .PNG to .png for to see if the image can be seen properly"
Son Hai Anh Nguyen,2026-08-11T06:47:45+10:00,Checking and formating code,"update the homepage, and format all code for the last time. I actually don't know what to put into the home page, so I include all the important part that can comprehensively introduce the project
"
Son Hai Anh Nguyen,2026-08-11T06:08:57+10:00,Revise content and finalise,"I read through all the content of the document and revise it once last time to ensure consistency in content, also check wordings and if there are any errors
"
Son Hai Anh Nguyen,2026-08-11T04:58:29+10:00,fixing more styles,"making some sub-headlines and important information bold and italic, moving the image up above
"
Son Hai Anh Nguyen,2026-08-11T03:59:26+10:00,Styling for the web,"I added class and id to style the html in css, and also fix spacing in html. The style is made so that each section required in the assignment brief is separated clearly for readability (even though it's not required)
"
Son Hai Anh Nguyen,2026-08-11T03:04:40+10:00,Update document,"image replace for the framing
"
Son Hai Anh Nguyen,2026-08-11T02:16:16+10:00,assignment 1 response,"All required response to Assignment 1 was filled in assignment1.html file along with pictures of 4 reference UIs and inserted links to the web reference
"
Son Hai Anh Nguyen,2026-08-05T16:37:00+10:00,style change and assignment 1 file added,"i have changed a couple of things in the style and reset.css, also I have created a new html file named assignment 1 for particularly the content of 1st assignment
"
Son Hai Anh Nguyen,2026-07-29T14:01:26+10:00,Update index.html,
Son Hai Anh Nguyen,2026-07-28T19:34:39+10:00,Merge branch 'main' of https://github.com/Wendee-Hai-Anh/specialisationWorkIndex-template,
Son Hai Anh Nguyen,2026-07-28T19:34:28+10:00,Update index.html,
Son Hai Anh Nguyen,2026-07-28T19:31:05+10:00,Update index.html,
Son Hai Anh Nguyen,2026-07-28T18:45:44+10:00,Update index.html,
Patrick McMahon,2026-07-16T11:20:02+10:00,fixed assignment links,"removed id refs so we can add pages
"
Patrick McMahon,2026-07-16T10:45:35+10:00,change favicon and remove unnecessary sections,
hase,2026-06-05T13:00:32+10:00,moved to flex in flex,"grid wasn't quite cutting it so i moved to a nested flex situation for the main section. now hopefully should all work as intended
"
hase,2026-06-05T12:03:25+10:00,more responsiveq,"fixed grid issues of overflow. added a max width to text
"
hase,2026-06-05T11:10:13+10:00,responsiveness,"added in grid template for the four areas to shift based on screen width
"
hase,2026-06-05T09:14:59+10:00,init,"set up and linked basic files
"
